time	Control	Speed_rpm	
1698.18	2900	2579	
1698.19	2900	2579	
1698.2	2900	2579	
1698.21	2900	2579	
1698.22	2900	2620	
1698.23	2900	2620	
1698.24	2900	2620	
1698.25	2900	2620	
1698.26	2900	2631	
1698.27	2900	2631	
1698.28	2900	2631	
1698.29	2900	2631	
1698.3	2900	2631	
1698.31	2900	2636	
1698.32	2900	2636	
1698.33	2900	2636	
1698.3400000000001	2900	2636	
1698.3500000000001	2900	2636	
1698.3600000000001	2900	2663	
1698.3700000000001	2900	2663	
1698.38	2900	2663	
1698.39	2900	2663	
1698.4	2900	2663	
1698.41	2900	2663	
1698.42	2900	2674	
1698.43	2900	2674	
1698.44	2900	2674	
1698.45	2900	2674	
1698.46	2900	2674	
1698.47	2900	2674	
1698.48	2900	2674	
1698.49	2900	2674	
1698.5	2900	2674	
1698.51	2900	2701	
1698.52	2900	2701	
1698.53	2900	2701	
1698.54	2900	2701	
1698.55	2900	2701	
1698.56	2900	2701	
1698.57	2900	2690	
1698.58	2900	2690	
1698.5900000000001	2900	2690	
1698.6000000000001	2900	2690	
1698.6100000000001	2900	2701	
1698.6200000000001	2900	2701	
1698.63	2900	2701	
1698.64	2900	2701	
1698.65	2900	2701	
1698.66	2900	2735	
1698.67	2900	2735	
1698.68	2900	2735	
1698.69	2900	2735	
1698.7	2900	2735	
1698.71	2900	2735	
1698.72	2900	2724	
1698.73	2900	2724	
1698.74	2900	2724	
1698.75	2900	2724	
1698.76	2900	2746	
1698.77	2900	2746	
1698.78	2900	2746	
1698.79	2900	2746	
1698.8	2900	2746	
1698.81	2900	2752	
1698.82	2900	2752	
1698.83	2900	2752	
1698.8400000000001	2900	2752	
1698.8500000000001	2900	2752	
1698.8600000000001	2900	2718	
1698.8700000000001	2900	2718	
1698.88	2900	2718	
1698.89	2900	2718	
1698.9	2900	2718	
1698.91	2900	2718	
1698.92	2900	2764	
1698.93	2900	2764	
1698.94	2900	2764	
1698.95	2900	2764	
1698.96	2900	2729	
1698.97	2900	2729	
1698.98	2900	2729	
1698.99	2900	2729	
1699	2900	2729	
1699.01	2900	2764	
1699.02	2900	2764	
1699.03	2900	2764	
1699.04	1000	2764	
1699.05	1000	2764	
1699.06	1000	2764	
1699.07	1000	2764	
1699.08	1000	2764	
1699.0900000000001	1000	2764	
1699.1000000000001	1000	2764	
1699.1100000000001	1000	2764	
1699.1200000000001	1000	2764	
1699.13	1000	2764	
1699.14	1000	2764	
1699.15	1000	2764	
1699.16	1000	2764	
1699.17	1000	2764	
1699.18	1000	2764	
1699.19	1000	2764	
1699.2	1000	2764	
1699.21	1000	2764	
1699.22	1000	2729	
1699.23	1000	2729	
1699.24	1000	2729	
1699.25	1000	2729	
1699.26	1000	2729	
1699.27	1000	2781	
1699.28	1000	2781	
1699.29	1000	2781	
1699.3	1000	2781	
1699.31	1000	2735	
1699.32	1000	2735	
1699.33	1000	2735	
1699.3400000000001	1000	2735	
1699.3500000000001	1000	2735	
1699.3600000000001	1000	2735	
1699.3700000000001	1000	2735	
1699.38	1000	2735	
1699.39	1000	2735	
1699.4	1000	2735	
1699.41	1000	2735	
1699.42	1000	2718	
1699.43	1000	2718	
1699.44	1000	2718	
1699.45	1000	2718	
1699.46	1000	2718	
1699.47	1000	2718	
1699.48	1000	2718	
1699.49	1000	2718	
1699.5	1000	2718	
1699.51	1000	2679	
1699.52	1000	2679	
1699.53	1000	2679	
1699.54	1000	2679	
1699.55	1000	2679	
1699.56	1000	2631	
1699.57	1000	2631	
1699.58	1000	2631	
1699.5900000000001	1000	2631	
1699.6000000000001	1000	2631	
1699.6100000000001	1000	2647	
1699.6200000000001	1000	2647	
1699.63	1000	2647	
1699.64	1000	2647	
1699.65	1000	2647	
1699.66	1000	2631	
1699.67	1000	2631	
1699.68	1000	2631	
1699.69	1000	2631	
1699.7	1000	2631	
1699.71	1000	2631	
1699.72	1000	2569	
1699.73	1000	2569	
1699.74	1000	2569	
1699.75	1000	2569	
1699.76	1000	2569	
1699.77	1000	2539	
1699.78	1000	2539	
1699.79	1000	2539	
1699.8	1000	2539	
1699.81	1000	2539	
1699.82	1000	2524	
1699.83	1000	2524	
1699.8400000000001	1000	2524	
1699.8500000000001	1000	2524	
1699.8600000000001	1000	2524	
1699.8700000000001	1000	2491	
1699.88	1000	2491	
1699.89	1000	2491	
1699.9	1000	2491	
1699.91	1000	2491	
1699.92	1000	2449	
1699.93	1000	2449	
1699.94	1000	2449	
1699.95	1000	2449	
1699.96	1000	2449	
1699.97	1000	2417	
1699.98	1000	2417	
1699.99	1000	2417	
1700	1000	2417	
1700.01	1000	2417	
1700.02	1000	2369	
1700.03	1000	2369	
1700.04	1000	2369	
1700.05	1000	2369	
1700.06	1000	2323	
1700.07	1000	2323	
1700.08	1000	2323	
1700.0900000000001	1000	2323	
1700.1000000000001	1000	2323	
1700.1100000000001	1000	2323	
1700.1200000000001	1000	2302	
1700.13	1000	2302	
1700.14	1000	2302	
1700.15	1000	2302	
1700.16	1000	2232	
1700.17	1000	2232	
1700.18	1000	2232	
1700.19	1000	2232	
1700.2	1000	2232	
1700.21	1000	2194	
1700.22	1000	2194	
1700.23	1000	2194	
1700.24	1000	2194	
1700.25	1000	2194	
1700.26	1000	2183	
1700.27	1000	2183	
1700.28	1000	2183	
1700.29	1000	2183	
1700.3	1000	2183	
1700.31	1000	2183	
1700.32	1000	2116	
1700.33	1000	2116	
1700.3400000000001	1000	2116	
1700.3500000000001	1000	2116	
1700.3600000000001	1000	2116	
1700.3700000000001	1000	2056	
1700.38	1000	2056	
1700.39	1000	2056	
1700.4	1000	2056	
1700.41	1000	2056	
1700.42	1000	2040	
1700.43	1000	2040	
1700.44	1000	2040	
1700.45	1000	2040	
1700.46	1000	1976	
1700.47	1000	1976	
1700.48	1000	1976	
1700.49	1000	1976	
1700.5	1000	1976	
1700.51	1000	1935	
1700.52	1000	1935	
1700.53	1000	1935	
1700.54	1000	1935	
1700.55	1000	1935	
1700.56	1000	1890	
1700.57	1000	1890	
1700.58	1000	1890	
1700.5900000000001	1000	1890	
1700.6000000000001	1000	1890	
1700.6100000000001	1000	1835	
1700.6200000000001	1000	1835	
1700.63	1000	1835	
1700.64	1000	1835	
1700.65	1000	1835	
1700.66	1000	1790	
1700.67	1000	1790	
1700.68	1000	1790	
1700.69	1000	1790	
1700.7	1000	1790	
1700.71	1000	1740	
1700.72	1000	1740	
1700.73	1000	1740	
1700.74	1000	1740	
1700.75	1000	1740	
1700.76	1000	1740	
1700.77	1000	1699	
1700.78	1000	1699	
1700.79	1000	1699	
1700.8	1000	1699	
1700.81	1000	1652	
1700.82	1000	1652	
1700.83	1000	1652	
1700.8400000000001	1000	1652	
1700.8500000000001	1000	1652	
1700.8600000000001	1000	1652	
1700.8700000000001	1000	1603	
1700.88	1000	1603	
1700.89	1000	1603	
1700.9	1000	1603	
1700.91	1000	1603	
1700.92	1000	1550	
1700.93	1000	1550	
